"","Gene","module"
"g49603","g49603",0
"adi2mcaRNA32698_R1","adi2mcaRNA32698_R1",1
"g58577","g58577",2
"g34038","g34038",0
"adi2mcaRNA7540_R0","adi2mcaRNA7540_R0",0
"adi2mcaRNA32255_R0","adi2mcaRNA32255_R0",2
"adi2mcaRNA18830_R1","adi2mcaRNA18830_R1",3
"adi2mcaRNA18830_R0","adi2mcaRNA18830_R0",0
"g37097","g37097",0
"g10824","g10824",1
"g10820","g10820",4
"g10419","g10419",1
"adi2mcaRNA27991_R0","adi2mcaRNA27991_R0",0
"adi2mcaRNA12046_R0","adi2mcaRNA12046_R0",0
"g41965","g41965",0
"g41962","g41962",3
"g41961","g41961",6
"g41960","g41960",3
"g41968","g41968",4
"g25425","g25425",1
"g3509","g3509",1
"g39756","g39756",0
"g39755","g39755",0
"g47604","g47604",0
"g278","g278",4
"g47600","g47600",2
"g15955","g15955",4
"adi2mcaRNA27318_R0","adi2mcaRNA27318_R0",1
"g28456","g28456",4
"adi2mcaRNA3692_R0","adi2mcaRNA3692_R0",0
"g18714","g18714",0
"g38001","g38001",0
"g38003","g38003",2
"g38004","g38004",8
"adi2mcaRNA17040_R3","adi2mcaRNA17040_R3",0
"g29496","g29496",2
"g18284","g18284",0
"g54256","g54256",0
"g58142","g58142",0
"g58141","g58141",6
"g33788","g33788",6
"g36363","g36363",1
"g33782","g33782",0
"g55489","g55489",1
"g33802","g33802",8
"g579","g579",6
"g37946","g37946",2
"g33254","g33254",1
"g41135","g41135",0
"g41136","g41136",7
"g33253","g33253",7
"adi2mcaRNA30795_R1","adi2mcaRNA30795_R1",2
"adi2mcaRNA30795_R0","adi2mcaRNA30795_R0",2
"adi2mcaRNA9024_R1","adi2mcaRNA9024_R1",2
"adi2mcaRNA24765_R5","adi2mcaRNA24765_R5",3
"g23045","g23045",2
"g18729","g18729",1
"g23047","g23047",1
"g18727","g18727",6
"adi2mcaRNA841_R0","adi2mcaRNA841_R0",0
"g46351","g46351",1
"g46350","g46350",0
"adi2mcaRNA29174_R2","adi2mcaRNA29174_R2",0
"g42445","g42445",0
"g34374","g34374",3
"g32127","g32127",2
"g42446","g42446",3
"g32121","g32121",1
"g32120","g32120",1
"g32123","g32123",0
"g48409","g48409",1
"g20665","g20665",1
"g35188","g35188",4
"g9141","g9141",1
"g7126","g7126",2
"g25398","g25398",1
"g35182","g35182",0
"g36720","g36720",0
"adi2mcaRNA33769_R1","adi2mcaRNA33769_R1",3
"g7128","g7128",0
"g58411","g58411",0
"g19936","g19936",2
"g49490","g49490",1
"g65309","g65309",1
"g21538","g21538",2
"g21539","g21539",1
"g21536","g21536",1
"g21537","g21537",0
"g21534","g21534",4
"g25444","g25444",0
"g25443","g25443",0
"g25440","g25440",2
"g31176","g31176",2
"adi2mcaRNA4385_R0","adi2mcaRNA4385_R0",6
"g60870","g60870",8
"g25190","g25190",3
"g25192","g25192",1
"adi2mcaRNA28627_R0","adi2mcaRNA28627_R0",5
"g383","g383",1
"g54280","g54280",1
"g62657","g62657",1
"g62655","g62655",0
"g62651","g62651",2
"g54289","g54289",2
"g32451","g32451",1
"g7040","g7040",0
"g23907","g23907",0
"g23900","g23900",4
"g23909","g23909",3
"g9928","g9928",2
"g9929","g9929",7
"g57349","g57349",0
"g9924","g9924",7
"g65999","g65999",0
"g54927","g54927",0
"g54926","g54926",2
"g11391","g11391",1
"g68798","g68798",3
"g67772","g67772",1
"g67778","g67778",0
"g1402","g1402",0
"g34141","g34141",5
"g34142","g34142",0
"g6318","g6318",1
"g6311","g6311",2
"g6314","g6314",0
"g6317","g6317",1
"g4649","g4649",0
"g58972","g58972",0
"g38020","g38020",0
"g70075","g70075",7
"g61326","g61326",4
"g13093","g13093",0
"g51160","g51160",0
"adi2mcaRNA31656_R0","adi2mcaRNA31656_R0",1
"g45488","g45488",3
"g6868","g6868",1
"g6861","g6861",2
"g7193","g7193",1
"adi2mcaRNA12974_R0","adi2mcaRNA12974_R0",0
"g2348","g2348",6
"adi2mcaRNA36943_R0","adi2mcaRNA36943_R0",0
"g24017","g24017",0
"g16600","g16600",1
"adi2mcaRNA15751_R0","adi2mcaRNA15751_R0",1
"g14601","g14601",0
"g14603","g14603",1
"g14605","g14605",1
"g14606","g14606",1
"g7737","g7737",2
"g7731","g7731",2
"g41333","g41333",2
"g4424","g4424",1
"g31302","g31302",5
"g41488","g41488",0
"g41484","g41484",1
"adi2mcaRNA39779_R0","adi2mcaRNA39779_R0",2
"g50840","g50840",2
"g18607","g18607",1
"g15782","g15782",0
"g54486","g54486",1
"g54487","g54487",1
"g54485","g54485",0
"g54482","g54482",9
"g45309","g45309",3
"g45308","g45308",1
"g45307","g45307",1
"g45306","g45306",1
"g54488","g54488",6
"adi2mcaRNA14244_R1","adi2mcaRNA14244_R1",1
"adi2mcaRNA37623_R0","adi2mcaRNA37623_R0",0
"g44638","g44638",7
"g33437","g33437",4
"g34422","g34422",5
"g33431","g33431",2
"g33433","g33433",2
"g70669","g70669",1
"g6452","g6452",1
"g6456","g6456",1
"g25673","g25673",0
"g13634","g13634",0
"g47418","g47418",1
"g47410","g47410",1
"g47412","g47412",2
"g19295","g19295",1
"adi2mcaRNA8004_R0","adi2mcaRNA8004_R0",0
"g38211","g38211",0
"g38210","g38210",0
"g32747","g32747",0
"g32746","g32746",0
"g32748","g32748",2
"adi2mcaRNA423_R0","adi2mcaRNA423_R0",1
"adi2mcaRNA34190_R1","adi2mcaRNA34190_R1",2
"g24932","g24932",0
"g19672","g19672",2
"g30299","g30299",1
"adi2mcaRNA32328_R1","adi2mcaRNA32328_R1",3
"g30428","g30428",0
"g30429","g30429",0
"adi2mcaRNA11065_R0","adi2mcaRNA11065_R0",1
"g30425","g30425",0
"g36116","g36116",0
"g36118","g36118",0
"adi2mcaRNA3868_R0","adi2mcaRNA3868_R0",0
"g3127","g3127",5
"g41502","g41502",2
"g17408","g17408",2
"g17404","g17404",0
"g70715","g70715",0
"g22524","g22524",0
"g22527","g22527",1
"g22529","g22529",3
"g66551","g66551",0
"g66553","g66553",5
"g70712","g70712",0
"g66557","g66557",3
"g66556","g66556",3
"g70713","g70713",1
"adi2mcaRNA6487_R1","adi2mcaRNA6487_R1",1
"adi2mcaRNA6487_R0","adi2mcaRNA6487_R0",1
"g31462","g31462",5
"g64959","g64959",0
"g64953","g64953",1
"adi2mcaRNA9535_R0","adi2mcaRNA9535_R0",0
"g8500","g8500",0
"g64954","g64954",0
"g56732","g56732",8
"g56733","g56733",1
"g56736","g56736",4
"g23055","g23055",1
"adi2mcaRNA19551_R1","adi2mcaRNA19551_R1",8
"g56089","g56089",1
"g56085","g56085",0
"g61120","g61120",1
"g61122","g61122",1
"adi2mcaRNA11812_R1","adi2mcaRNA11812_R1",0
"g59197","g59197",2
"g48237","g48237",4
"g35337","g35337",1
"g2107","g2107",1
"g2109","g2109",1
"g2108","g2108",1
"g21186","g21186",0
"adi2mcaRNA15863_R0","adi2mcaRNA15863_R0",1
"g32050","g32050",2
"g47566","g47566",4
"g4628","g4628",0
"g25250","g25250",4
"g5571","g5571",4
"g16477","g16477",4
"adi2mcaRNA572_R0","adi2mcaRNA572_R0",0
"g61978","g61978",2
"g61979","g61979",2
"g61976","g61976",3
"g61977","g61977",0
"g35175","g35175",3
"g35173","g35173",1
"g35179","g35179",5
"g35178","g35178",1
"g2920","g2920",1
"g23210","g23210",0
"g59943","g59943",1
"g1473","g1473",4
"g68166","g68166",1
"g8494","g8494",5
"g68164","g68164",1
"g53951","g53951",0
"g53952","g53952",1
"g53954","g53954",2
"g35257","g35257",0
"g35254","g35254",2
"adi2mcaRNA22015_R1","adi2mcaRNA22015_R1",2
"adi2mcaRNA32128_R8","adi2mcaRNA32128_R8",5
"g52606","g52606",1
"g52607","g52607",2
"g20913","g20913",8
"g30094","g30094",6
"g20090","g20090",1
"g16109","g16109",0
"g12481","g12481",0
"g24206","g24206",0
"g45562","g45562",0
"g45560","g45560",1
"g38457","g38457",1
"g12153","g12153",0
"g12156","g12156",0
"g12155","g12155",4
"adi2mcaRNA2395_R0","adi2mcaRNA2395_R0",0
"g54737","g54737",0
"g50607","g50607",1
"g50609","g50609",2
"g46145","g46145",0
"g46147","g46147",4
"g32379","g32379",2
"g26519","g26519",0
"g16818","g16818",4
"g16816","g16816",7
"g57314","g57314",0
"g57312","g57312",1
"g14413","g14413",5
"adi2mcaRNA24210_R0","adi2mcaRNA24210_R0",1
"g70846","g70846",3
"g31748","g31748",1
"adi2mcaRNA33456_R1","adi2mcaRNA33456_R1",0
"g44778","g44778",1
"g31749","g31749",0
"g70593","g70593",0
"g70590","g70590",1
"g70594","g70594",2
"g70598","g70598",1
"g70599","g70599",1
"adi2mcaRNA10928_R0","adi2mcaRNA10928_R0",0
"g47231","g47231",0
"g31110","g31110",0
"g40978","g40978",3
"g43929","g43929",3
"g55925","g55925",2
"g55922","g55922",3
"g55923","g55923",1
"g55920","g55920",3
"g40037","g40037",0
"g42348","g42348",0
"g42343","g42343",3
"g42340","g42340",1
"g42346","g42346",6
"adi2mcaRNA41172_R0","adi2mcaRNA41172_R0",1
"g64427","g64427",0
"g64429","g64429",0
"g64428","g64428",0
"g60380","g60380",0
"adi2mcaRNA23040_R0","adi2mcaRNA23040_R0",2
"g60389","g60389",1
"adi2mcaRNA16737_R0","adi2mcaRNA16737_R0",1
"adi2mcaRNA11876_R4","adi2mcaRNA11876_R4",0
"g62860","g62860",0
"g62866","g62866",0
"g65486","g65486",1
"g59737","g59737",0
"g65485","g65485",1
"g65482","g65482",0
"g65483","g65483",4
"g65480","g65480",0
"g59735","g59735",1
"g47590","g47590",8
"g70038","g70038",1
"g47593","g47593",1
"g47596","g47596",0
"g47597","g47597",0
"g47598","g47598",1
"g70035","g70035",0
"g70034","g70034",3
"g70037","g70037",6
"g70036","g70036",1
"adi2mcaRNA36593_R0","adi2mcaRNA36593_R0",4
"g19220","g19220",1
"g37474","g37474",3
"g46990","g46990",0
"g26466","g26466",2
"g62139","g62139",0
"g62138","g62138",0
"adi2mcaRNA33044_R1","adi2mcaRNA33044_R1",0
"g67501","g67501",1
"g67505","g67505",0
"g67506","g67506",2
"g36704","g36704",0
"g36703","g36703",5
"g62918","g62918",2
"g60192","g60192",2
"g57656","g57656",0
"g57654","g57654",0
"g60194","g60194",0
"adi2mcaRNA9326_R0","adi2mcaRNA9326_R0",0
"adi2mcaRNA29473_R0","adi2mcaRNA29473_R0",0
"g22456","g22456",2
"g22457","g22457",4
"g55172","g55172",0
"g69363","g69363",5
"g69366","g69366",1
"g69365","g69365",1
"g26544","g26544",0
"adi2mcaRNA17870_R0","adi2mcaRNA17870_R0",1
"g65819","g65819",1
"g65813","g65813",0
"g8657","g8657",0
"g8655","g8655",1
"g8653","g8653",0
"g8651","g8651",1
"g51719","g51719",6
"g51718","g51718",1
"g59544","g59544",0
"g59546","g59546",0
"g59540","g59540",0
"g59541","g59541",0
"g59542","g59542",0
"g59543","g59543",5
"adi2mcaRNA25134_R0","adi2mcaRNA25134_R0",0
"g53628","g53628",0
"g53623","g53623",2
"g58637","g58637",2
"g58636","g58636",0
"g53626","g53626",3
"g25232","g25232",0
"g7310","g7310",2
"g7285","g7285",1
"g24085","g24085",4
"g24084","g24084",5
"g24087","g24087",4
"g12312","g12312",1
"g12313","g12313",1
"g12314","g12314",1
"g12315","g12315",1
"g12316","g12316",1
"g26793","g26793",3
"g26792","g26792",5
"g48069","g48069",0
"g48061","g48061",0
"g48064","g48064",0
"g48067","g48067",2
"g48066","g48066",1
"g9521","g9521",1
"g7549","g7549",2
"g3043","g3043",1
"g3042","g3042",1
"g3047","g3047",3
"g3048","g3048",0
"g26248","g26248",4
"g60040","g60040",1
"g26244","g26244",8
"g26247","g26247",4
"g26246","g26246",0
"g51104","g51104",1
"g51105","g51105",1
"g1894","g1894",6
"adi2mcaRNA32295_R0","adi2mcaRNA32295_R0",3
"g50191","g50191",0
"g14251","g14251",3
"g51103","g51103",0
"g6323","g6323",1
"g6322","g6322",2
"g60942","g60942",1
"g25172","g25172",2
"g60948","g60948",1
"adi2mcaRNA36878_R3","adi2mcaRNA36878_R3",2
"g50271","g50271",0
"g53561","g53561",8
"g22804","g22804",2
"g9010","g9010",2
"g5052","g5052",0
"g5053","g5053",0
"g5051","g5051",0
"g5055","g5055",1
"g9011","g9011",5
"adi2mcaRNA21955_R0","adi2mcaRNA21955_R0",2
"g10207","g10207",0
"g33359","g33359",0
"g68551","g68551",1
"g68550","g68550",1
"adi2mcaRNA22243_R0","adi2mcaRNA22243_R0",1
"adi2mcaRNA35319_R0","adi2mcaRNA35319_R0",0
"adi2mcaRNA4695_R0","adi2mcaRNA4695_R0",1
"g32953","g32953",3
"g7973","g7973",0
"g52109","g52109",0
"g52100","g52100",5
"g52103","g52103",5
"g52107","g52107",0
"g52106","g52106",0
"g69600","g69600",2
"g10250","g10250",0
"g13162","g13162",5
"g55343","g55343",2
"g55341","g55341",1
"g37678","g37678",0
"g33705","g33705",5
"adi2mcaRNA4380_R0","adi2mcaRNA4380_R0",2
"g33236","g33236",8
"g15648","g15648",0
"g18234","g18234",2
"g15643","g15643",0
"g67371","g67371",2
"g66928","g66928",4
"g66929","g66929",0
"g66924","g66924",1
"g66926","g66926",5
"g66920","g66920",0
"g31638","g31638",0
"g49528","g49528",0
"g49526","g49526",0
"g49523","g49523",4
"g49521","g49521",7
"g49520","g49520",4
"g535","g535",0
"adi2mcaRNA21980_R0","adi2mcaRNA21980_R0",0
"g24208","g24208",0
"g31094","g31094",0
"g15826","g15826",1
"g31098","g31098",0
"adi2mcaRNA31473_R0","adi2mcaRNA31473_R0",0
"g38771","g38771",4
"adi2mcaRNA3023_R0","adi2mcaRNA3023_R0",0
"adi2mcaRNA24402_R0","adi2mcaRNA24402_R0",4
"g43712","g43712",0
"g43711","g43711",1
"g43714","g43714",1
"g43715","g43715",7
"g40758","g40758",9
"g18598","g18598",0
"g32007","g32007",0
"g26001","g26001",0
"g26000","g26000",0
"g26008","g26008",2
"adi2mcaRNA29427_R0","adi2mcaRNA29427_R0",2
"adi2mcaRNA12753_R0","adi2mcaRNA12753_R0",2
"g71553","g71553",1
"g71552","g71552",9
"g29204","g29204",1
"g29205","g29205",1
"g29208","g29208",0
"g29209","g29209",2
"g48528","g48528",7
"adi2mcaRNA2320_R1","adi2mcaRNA2320_R1",2
"g65528","g65528",1
"adi2mcaRNA12652_R8","adi2mcaRNA12652_R8",0
"adi2mcaRNA33384_R0","adi2mcaRNA33384_R0",1
"g70204","g70204",2
"g70205","g70205",0
"g70202","g70202",1
"g70203","g70203",0
"adi2mcaRNA30688_R0","adi2mcaRNA30688_R0",0
"g70208","g70208",4
"g70209","g70209",0
"g39009","g39009",4
"g35589","g35589",2
"g46901","g46901",2
"adi2mcaRNA29396_R0","adi2mcaRNA29396_R0",1
"adi2mcaRNA28461_R0","adi2mcaRNA28461_R0",1
"adi2mcaRNA36718_R0","adi2mcaRNA36718_R0",0
"g67991","g67991",0
"g10598","g10598",3
"g68715","g68715",1
"g68716","g68716",1
"g24517","g24517",2
"g36722","g36722",1
"adi2mcaRNA5205_R0","adi2mcaRNA5205_R0",3
"g60546","g60546",2
"g60547","g60547",0
"g45713","g45713",0
"g61638","g61638",0
"g61634","g61634",0
"g61636","g61636",0
"g61630","g61630",7
"g4417","g4417",3
"g26855","g26855",2
"g26850","g26850",3
"g26851","g26851",1
"g52340","g52340",1
"adi2mcaRNA12375_R0","adi2mcaRNA12375_R0",2
"g57198","g57198",3
"g17069","g17069",1
"g57449","g57449",1
"adi2mcaRNA26831_R1","adi2mcaRNA26831_R1",1
"g54181","g54181",0
"g50871","g50871",2
"g50877","g50877",0
"g50875","g50875",0
"g50874","g50874",9
"g40415","g40415",6
"adi2mcaRNA7344_R0","adi2mcaRNA7344_R0",2
"g27726","g27726",2
"g51690","g51690",0
"g27720","g27720",5
"g51692","g51692",2
"g51698","g51698",0
"adi2mcaRNA252_R0","adi2mcaRNA252_R0",2
"g21072","g21072",3
"g12715","g12715",1
"g56311","g56311",5
"adi2mcaRNA14527_R0","adi2mcaRNA14527_R0",0
"g2523","g2523",0
"g58409","g58409",0
"g44129","g44129",3
"g44125","g44125",0
"g44122","g44122",2
"g44123","g44123",4
"g15333","g15333",1
"adi2mcaRNA4005_R0","adi2mcaRNA4005_R0",0
"g55755","g55755",1
"g55756","g55756",1
"adi2mcaRNA11555_R0","adi2mcaRNA11555_R0",2
"adi2mcaRNA18043_R0","adi2mcaRNA18043_R0",1
"g4201","g4201",0
"g3738","g3738",1
"g42604","g42604",1
"adi2mcaRNA11167_R0","adi2mcaRNA11167_R0",2
"g49894","g49894",9
"g49892","g49892",1
"g11056","g11056",0
"g54402","g54402",2
"g54400","g54400",1
"adi2mcaRNA10333_R0","adi2mcaRNA10333_R0",3
"g10902","g10902",0
"g10900","g10900",2
"g10904","g10904",2
"g10908","g10908",1
"g33922","g33922",0
"g33923","g33923",2
"g33921","g33921",2
"g33926","g33926",6
"g33927","g33927",1
"g33924","g33924",0
"g33929","g33929",0
"adi2mcaRNA16049_R0","adi2mcaRNA16049_R0",2
"adi2mcaRNA11212_R0","adi2mcaRNA11212_R0",3
"adi2mcaRNA15015_R3","adi2mcaRNA15015_R3",0
"g14388","g14388",0
"g35514","g35514",2
"g35517","g35517",2
"g35510","g35510",1
"g35512","g35512",2
"g28318","g28318",1
"g29592","g29592",2
"adi2mcaRNA6767_R0","adi2mcaRNA6767_R0",1
"g38291","g38291",0
"g38299","g38299",0
"g14817","g14817",4
"g39631","g39631",0
"g66192","g66192",0
"g54401","g54401",1
"g22616","g22616",10
"g16526","g16526",8
"g16525","g16525",2
"g22611","g22611",1
"adi2mcaRNA37825_R0","adi2mcaRNA37825_R0",5
"adi2mcaRNA37825_R1","adi2mcaRNA37825_R1",5
"adi2mcaRNA26373_R0","adi2mcaRNA26373_R0",4
"adi2mcaRNA10278_R1","adi2mcaRNA10278_R1",0
"g34444","g34444",1
"g5056","g5056",1
"g36198","g36198",5
"g66883","g66883",0
"g66882","g66882",0
"g66881","g66881",0
"g66880","g66880",6
"adi2mcaRNA4632_R1","adi2mcaRNA4632_R1",0
"g32246","g32246",0
"g32247","g32247",0
"g20508","g20508",2
"g20506","g20506",0
"g56105","g56105",0
"adi2mcaRNA348_R2","adi2mcaRNA348_R2",1
"g56100","g56100",3
"adi2mcaRNA13549_R1","adi2mcaRNA13549_R1",0
"adi2mcaRNA13549_R0","adi2mcaRNA13549_R0",0
"g9776","g9776",2
"g67822","g67822",2
"g67820","g67820",1
"g67821","g67821",0
"g67827","g67827",1
"g67824","g67824",0
"g18849","g18849",0
"adi2mcaRNA6240_R1","adi2mcaRNA6240_R1",0
"g21675","g21675",1
"g21674","g21674",0
"g21677","g21677",2
"g21673","g21673",1
"g33188","g33188",1
"g58240","g58240",1
"g58241","g58241",1
"g58243","g58243",1
"g58245","g58245",0
"g29903","g29903",3
"g29901","g29901",2
"g29900","g29900",0
"g29905","g29905",1
"g29904","g29904",6
"g3631","g3631",2
"g41872","g41872",0
"g11299","g11299",6
"adi2mcaRNA16810_R0","adi2mcaRNA16810_R0",5
"g8638","g8638",5
"g27145","g27145",0
"g27144","g27144",1
"g27147","g27147",1
"g27146","g27146",1
"g27149","g27149",0
"g27148","g27148",0
"adi2mcaRNA36646_R0","adi2mcaRNA36646_R0",6
"g63114","g63114",0
"g38622","g38622",1
"g65835","g65835",1
"g9237","g9237",0
"g2087","g2087",0
"g56570","g56570",5
"g56572","g56572",0
"g9231","g9231",3
"g39419","g39419",1
"g39415","g39415",0
"g39411","g39411",1
"g66690","g66690",2
"g39413","g39413",0
"g34629","g34629",7
"g67128","g67128",2
"g34625","g34625",0
"g34626","g34626",2
"g34620","g34620",3
"g1963","g1963",3
"g23131","g23131",1
"g69877","g69877",1
"g69874","g69874",0
"g10657","g10657",5
"g45335","g45335",6
"g55171","g55171",1
"g55175","g55175",1
"adi2mcaRNA31248_R1","adi2mcaRNA31248_R1",0
"g60694","g60694",3
"g29292","g29292",2
"g63801","g63801",2
"g63802","g63802",1
"g63803","g63803",0
"g63809","g63809",2
"g64599","g64599",1
"g64598","g64598",0
"g57760","g57760",1
"g57761","g57761",3
"g43279","g43279",1
"adi2mcaRNA24478_R1","adi2mcaRNA24478_R1",0
"g48771","g48771",0
"g48777","g48777",0
"g50934","g50934",3
"g50932","g50932",0
"g50933","g50933",2
"g50930","g50930",2
"g15181","g15181",2
"g50688","g50688",3
"g50684","g50684",1
"g50687","g50687",0
"g66103","g66103",8
"g12400","g12400",3
"g12402","g12402",0
"g12403","g12403",0
"g2484","g2484",0
"g66106","g66106",0
"g7472","g7472",4
"g66105","g66105",1
"adi2mcaRNA19843_R1","adi2mcaRNA19843_R1",0
"g53791","g53791",4
"g26263","g26263",6
"adi2mcaRNA10691_R3","adi2mcaRNA10691_R3",5
"adi2mcaRNA25397_R0","adi2mcaRNA25397_R0",0
"adi2mcaRNA9946_R0","adi2mcaRNA9946_R0",1
"g62404","g62404",2
"g28177","g28177",3
"g19172","g19172",0
"g49919","g49919",1
"g49915","g49915",5
"adi2mcaRNA25403_R1","adi2mcaRNA25403_R1",3
"g35239","g35239",1
"adi2mcaRNA27853_R0","adi2mcaRNA27853_R0",1
"g19085","g19085",1
"g45701","g45701",0
"adi2mcaRNA16675_R0","adi2mcaRNA16675_R0",3
"adi2mcaRNA23472_R1","adi2mcaRNA23472_R1",1
"adi2mcaRNA5210_R3","adi2mcaRNA5210_R3",0
"g34544","g34544",1
"g34547","g34547",7
"g34540","g34540",2
"g34543","g34543",1
"g34549","g34549",0
"g57575","g57575",4
"g6798","g6798",0
"g6794","g6794",1
"g6792","g6792",1
"g45706","g45706",4
"g57578","g57578",0
"g47510","g47510",5
"g47511","g47511",4
"g47514","g47514",1
"g47515","g47515",1
"g6244","g6244",1
"g21885","g21885",3
"adi2mcaRNA26170_R7","adi2mcaRNA26170_R7",0
"g71003","g71003",1
"g23864","g23864",1
"g23862","g23862",1
"g23863","g23863",1
"g23860","g23860",0
"g23861","g23861",1
"g29659","g29659",1
"g38318","g38318",2
"g30679","g30679",0
"g30678","g30678",4
"g22402","g22402",0
"g66454","g66454",1
"g66455","g66455",1
"g66451","g66451",1
"g66452","g66452",2
"g66453","g66453",8
"g67328","g67328",3
"g25830","g25830",2
"g67322","g67322",3
"g31780","g31780",5
"g31781","g31781",1
"g31783","g31783",1
"g31784","g31784",0
"g31785","g31785",3
"g31786","g31786",1
"g31788","g31788",0
"g27610","g27610",0
"g71125","g71125",2
"g27612","g27612",2
"adi2mcaRNA34805_R0","adi2mcaRNA34805_R0",1
"g57601","g57601",1
"g69599","g69599",1
"g48577","g48577",0
"g48575","g48575",2
"g48574","g48574",0
"g48573","g48573",0
"g48579","g48579",1
"g48578","g48578",7
"g22586","g22586",1
"g9918","g9918",1
"g39255","g39255",0
"adi2mcaRNA30550_R0","adi2mcaRNA30550_R0",2
"g59326","g59326",1
"g58888","g58888",0
"g2792","g2792",0
"g2793","g2793",3
"adi2mcaRNA2034_R0","adi2mcaRNA2034_R0",1
"g18905","g18905",1
"adi2mcaRNA38449_R0","adi2mcaRNA38449_R0",0
"g3778","g3778",0
"g8899","g8899",1
"g8898","g8898",0
"g8890","g8890",0
"g25066","g25066",0
"g25067","g25067",0
"g25061","g25061",1
"g25062","g25062",2
"g25068","g25068",4
"g31402","g31402",2
"g56221","g56221",6
"g56988","g56988",6
"g56987","g56987",0
"g56986","g56986",2
"g56980","g56980",0
"g5324","g5324",0
"g5325","g5325",1
"g5322","g5322",0
"g5328","g5328",0
"g35033","g35033",1
"g63307","g63307",1
"g35034","g35034",1
"g35035","g35035",1
"g2808","g2808",4
"adi2mcaRNA2679_R0","adi2mcaRNA2679_R0",1
"adi2mcaRNA24300_R7","adi2mcaRNA24300_R7",4
"g50894","g50894",8
"g45384","g45384",0
"g53534","g53534",7
"adi2mcaRNA26160_R0","adi2mcaRNA26160_R0",1
"g17887","g17887",2
"g17883","g17883",3
"g17881","g17881",8
"adi2mcaRNA17655_R1","adi2mcaRNA17655_R1",1
"adi2mcaRNA7843_R1","adi2mcaRNA7843_R1",0
"g68083","g68083",1
"g34785","g34785",4
"g68337","g68337",3
"g69680","g69680",2
"g52727","g52727",0
"g52721","g52721",2
"g52720","g52720",0
"adi2mcaRNA3193_R1","adi2mcaRNA3193_R1",0
"g41764","g41764",0
"g13258","g13258",0
"g13257","g13257",1
"g47370","g47370",2
"adi2mcaRNA29822_R1","adi2mcaRNA29822_R1",0
"g63360","g63360",0
"g58375","g58375",1
"g35092","g35092",0
"adi2mcaRNA5682_R1","adi2mcaRNA5682_R1",1
"g6916","g6916",0
"adi2mcaRNA23498_R0","adi2mcaRNA23498_R0",0
"g6919","g6919",4
"g35098","g35098",0
"g38660","g38660",0
"g38661","g38661",1
"g36549","g36549",2
"g32438","g32438",0
"g32431","g32431",4
"g32436","g32436",1
"g32435","g32435",1
"g14512","g14512",1
"g62909","g62909",1
"g41246","g41246",3
"g41244","g41244",0
"g41242","g41242",4
"g41243","g41243",2
"adi2mcaRNA1888_R0","adi2mcaRNA1888_R0",0
"g31010","g31010",7
"g31015","g31015",0
"g41798","g41798",1
"g55841","g55841",0
"g55840","g55840",1
"g44542","g44542",3
"g44543","g44543",2
"g44541","g44541",5
"g41794","g41794",1
"g41795","g41795",2
"g44544","g44544",0
"g41797","g41797",3
"g47085","g47085",0
"g43791","g43791",3
"g43799","g43799",2
"g22393","g22393",0
"adi2mcaRNA39280_R4","adi2mcaRNA39280_R4",5
"adi2mcaRNA3875_R0","adi2mcaRNA3875_R0",5
"g30479","g30479",6
"g40686","g40686",0
"g54392","g54392",2
"g54393","g54393",0
"g54983","g54983",1
"adi2mcaRNA11287_R1","adi2mcaRNA11287_R1",3
"g30051","g30051",0
"g23442","g23442",5
"g46566","g46566",7
"g34999","g34999",2
"g34997","g34997",2
"g34995","g34995",1
"g34993","g34993",1
"g34991","g34991",0
"g10353","g10353",2
"g28028","g28028",1
"g63050","g63050",1
"g49612","g49612",0
"g54985","g54985",0
"adi2mcaRNA25034_R1","adi2mcaRNA25034_R1",1
"g28738","g28738",4
"g37080","g37080",0
"g37083","g37083",0
"adi2mcaRNA33038_R5","adi2mcaRNA33038_R5",2
"g29280","g29280",1
"g31863","g31863",0
"g29284","g29284",5
"g29285","g29285",2
"g29286","g29286",0
"g6328","g6328",2
"g62077","g62077",2
